contratacao,status_contratacao,unidade,objeto,fornecedor,cpf_cnpj,valor_estimado,valor_empenhado,valor_liquidado,valor_pago
2023004249,Ativo,SUDERJ - SUPERINTENDÊNCIA DE DESPORTOS DO ESTADO DO RJ,Participação de servidora da SUDERJ no 10 Contratos Week Semana Nacional de Estudos Avançados em Contratos Administrativos a ser realiado no período de 12 a 16 de junho de 2023 em Fo do Iguaçu,INSTITUTO NEGOCIOS PUBLICOS DO BRASIL - ESTUDOS E PESQUISAS NA ADMINISTRACAO PUBLICA - INP - LTDA,10.498.974/0002-81,5399,5399,5399,5399
2023004250,Ativo,UERJ - HOSPITAL UNIVERSITÁRIO - HOSPITAL UNIVERSITARIO PEDRO ERNESTO,Aquisição de medicamentos para o Hospital Universitário Pedro Ernesto,COMERCIAL CIRÚRGICA RIOCLARENSE LTDA,67.729.178/0002-20,31726.4,3027.6,,
2023004251,Ativo,FES - FUNDO ESTADUAL DE SAÚDE,Aquisição de material médicohospitalar,EXCELENCIA DO SABER DISTRIBUIDORA EDUCACIONAL LTDA,17.211.630/0001-08,168.48,168.48,,
2023004252,Ativo,UERJ - HOSPITAL UNIVERSITÁRIO - HOSPITAL UNIVERSITARIO PEDRO ERNESTO,Aquisição de medicamentos para o Hospital Universitário Pedro Ernesto,LEMAN MEDICAMENTOS E CIA LTDA,40.600.760/0001-54,29614,2278,2278,2278
2023004253,Ativo,UERJ - HOSPITAL UNIVERSITÁRIO - HOSPITAL UNIVERSITARIO PEDRO ERNESTO,Aquisição de medicamentos para o Hospital Universitário Pedro Ernesto,MEDKA HOSPITALAR EIRELI,36.958.637/0001-32,92199,26182.5,25868.31,
2023004254,Ativo,UERJ - HOSPITAL UNIVERSITÁRIO - HOSPITAL UNIVERSITARIO PEDRO ERNESTO,Aquisição de medicamentos para o Hospital Universitário Pedro Ernesto,ORTHOFACOS PRODUTOS PARA ORTOPEDIA E OFTALMOLOGIA LTDA,41.227.287/0001-74,17289.45,2600,,
2023004255,Ativo,SEIOP - SECRETARIA DE ESTADO DE INFRAESTRUTURA E OBRAS PUBLICAS - SEIOP,EXECUÇÃO DE OBRA DE IMPLANTAÇÃO DE CICLOVIA E CALÇADA NA ESTRADA ZUMBI DOS PALMARES/ ANTIGA ESTRADA FEDERAL DE TINGUA/ E DRENAGEM E ASFALTO EM TRECHO DA RUA PARANÁ TERMINANDO NA PRAÇA DE TINGUÁ LOCALIZADA NA ESTRADA BOA ESPERANÇA/ COM ELABORAÇÃO DO PROJETO EXECUTIVO/ AMBAS NO BAIRRO DE TINGUÁ -NOVA IGUAÇU/ RJ,HYDRA ENGENHARIA E SANEAMENTO LTDA,10.547.330/0001-55,22988866.52,1000000,,
2023004256,Ativo,FES - FUNDO ESTADUAL DE SAÚDE,contratação referente à Ata de Registro de Preço n 0032023 52254900 celebrada entre a Secretaria de Estado de Planejamento e Gestão e a empresa Angels Segurança e Vigilância EIRELI que tem como objeto a prestação de serviços continuados de vigilância patrimonial armada e desarmada,ANGELS SEGURANÇA E VIGILANCIA EIRELI,03.372.304/0001-78,1077220.8,169063.82,121187.34,62721.21
2023004257,Ativo,SEAP - SECRETARIA DE ESTADO DE ADMIN.PENITENCIÁRIA,Adesão as Atas de Registro de Preços de materiais de limpea e higiene,GOLDEM DISTRIBUIDORA E REPRESENTAÇÃO EIRELI,38.489.025/0001-73,74404,73425,73425,73425
2023004258,Ativo,SEAP - SECRETARIA DE ESTADO DE ADMIN.PENITENCIÁRIA,Adesão as Atas de Registro de Preços de materiais de limpea e higiene,CSX COMERCIAL LTDA -EPP,13.828.262/0001-90,52700,52700,52700,52700
2023004259,Ativo,SEAP - SECRETARIA DE ESTADO DE ADMIN.PENITENCIÁRIA,Adesão as Atas de Registro de Preços de materiais de limpea e higiene,AJURDY DISTRIBUIDORA DE PRODUTOS LTDA,09.102.265/0001-75,322611.75,322575,,
2023004323,Ativo,FMIS - FUNDAÇÃO MUSEU DA IMAGEM E DO SOM,Termo de Ajuste de Contas TAC a ser celebrado entre a Fundação Museu da Imagem e do Som do Rio de Janeiro e a JZ DIGITAL DATA PROCESS LTDA CNPJ 30602778000131,JOSÉ LUIS GONÇALVES ZACARIAS JUNIOR 12182401725,30.602.778/0001-31,23708,23708,23708,23708
2023004324,Ativo,UERJ - HOSPITAL UNIVERSITÁRIO - HOSPITAL UNIVERSITARIO PEDRO ERNESTO,A aquisição por licitação de cola cirúrgica,BAXTER HOSPITALAR LTDA,49.351.786/0011-52,421470,220770,60210,60210
2023004325,Ativo,UERJ - HOSPITAL UNIVERSITÁRIO - HOSPITAL UNIVERSITARIO PEDRO ERNESTO,A aquisição por licitação de cola cirúrgica,MEDFUTURA DISTRIBUIDORA DE MEDICAMENTOS E PRODUTOS DE SAÚDE LTDA,17.700.763/0001-48,6950,695,,
2023004326,Em Aberto,UERJ - ADMINISTRACAO CENTRAL,Ácido Clorídrico 37 1L,MERCK S/A (FILIAL),33.069.212/0008-50,388,388,,
2023004327,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,Contratação emergencial de empresa especialiada para a prestação dos serviçosde distribuições transportadas de preparações alimentares prontas destinada a pacientesacompanhantes funcionários e outros autoriados nas Unidades de Pronto Atendimentoque se encontram sob gestão da FUNDAÇÃO SAÚDE,FJS FORNECIMENTO DE ALIMENTOS EIRELI,35.824.741/0001-71,594292.48,387146.25,56124.96,56124.96
2023004328,Ativo,FDRM-RJ - Fundo de Desenv. da Região Metropolitana do RJ,Prestação de serviços a especificação do objeto e as regras de participação para este Registro de Preços de serviços continuados de outsourcing para operação de Almoxarifado virtual,BRS SP SUPRIMENTOS CORPORATIVOS S/A,03.746.938/0001-43,211107.18,15000,,
2023004329,Ativo,SEPM - Secretaria de Estado de Polícia Militar,O presente CONTRATO tem por objeto a prestação de serviços de LOCAÇÃO DE VEÍCULOS ESPECIAIS DE REPRESENTAÇÃO DE ESCOLTA E DE SERVIÇO,HADDAD RENT A CAR LOCADORA LTDA,00.104.659/0001-98,388800,75600,14760,14760
2023004330,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,EXTRACOR COMERCIO E REPRESENTACOES DE MATERIAL HOSPITALAR LTDA,01.328.114/0001-28,7680,7680,,
2023004331,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,RIO TERUMED COMÉRCIO DE MATERIAL CIRÚRGICO LTDA,07.171.033/0001-43,28288,28288,,
2023004332,Ativo,FES - FUNDO ESTADUAL DE SAÚDE,AQUISIÇÃO DE MEDICAMENTO,NUTRIC NUTRICIONAL COMÉRCIO LTDA,01.925.587/0001-02,14130,14130,,
2023004333,Ativo,FES - FUNDO ESTADUAL DE SAÚDE,AQUISIÇÃO DE MEDICAMENTO ,JANSSEN CILAG FARMACEUTICA LTDA,51.780.468/0002-68,71078.4,71078.4,,
2023004334,Ativo,UERJ - HOSPITAL UNIVERSITÁRIO - HOSPITAL UNIVERSITARIO PEDRO ERNESTO,Aquisição de medicamentos para o Hospital Universitário Pedro Ernesto,VASCONCELOS INDUSTRIA FARMACEUTICA E COMERCIO LTDA,05.155.425/0001-93,5968,3730,3756.86,1492
2023004335,Ativo,UERJ - HOSPITAL UNIVERSITÁRIO - HOSPITAL UNIVERSITARIO PEDRO ERNESTO,Aquisição de medicamentos para o Hospital Universitário Pedro Ernesto,ESSENCIAL RIO DISTRIBUIDORA DE PRODUTOS MEDICOS E HOSPITALARES LTDA,24.875.483/0001-36,10494,1584,,
2023004336,Ativo,UERJ - HOSPITAL UNIVERSITÁRIO - HOSPITAL UNIVERSITARIO PEDRO ERNESTO,Aquisição de medicamentos para o Hospital Universitário Pedro Ernesto,FARMACE - INDÚSTRIA QUÍMICO FARMACÊUTICA CEARENSE LTDA,06.628.333/0001-46,66150,9450,,
2023004337,Ativo,FUNESBOM - FUNDO ESPECIAL DO CORPO DE BOMBEIROS,AQUISIÇÃO DE INSTRUMENTAIS ODONTOLÓGICOS PARA ORTODONTIA,GA MEDICAL LTDA ME,23.121.810/0001-00,1446.2,1446.2,,
2023004338,Ativo,UERJ - HOSPITAL UNIVERSITÁRIO - HOSPITAL UNIVERSITARIO PEDRO ERNESTO,Aquisição de medicamentos para o Hospital Universitário Pedro Ernesto,HOSPDROGAS COMERCIAL LTDA,08.774.906/0001-75,125060,39208,38865.42,10660
2023004339,Aguard. Liberação,SEPOL - Secretaria de Estado de Policia Civil,Aquisição do antiparasitário Praiquantel e associações para atendimento da SOCCORESEPOL,CESAR & ROCHA COMERCIO DE PRODUTOS AGROPECUARIOS LTDA -EPP,03.541.496/0001-07,609,609,,
2023004340,Ativo,UERJ - HOSPITAL UNIVERSITÁRIO - HOSPITAL UNIVERSITARIO PEDRO ERNESTO,Aquisição de medicamentos para o Hospital Universitário Pedro Ernesto,LEMAN MEDICAMENTOS E CIA LTDA,40.600.760/0001-54,11780,1140,1140,1140
2023004341,Ativo,UERJ - HOSPITAL UNIVERSITÁRIO - HOSPITAL UNIVERSITARIO PEDRO ERNESTO,Aquisição de medicamentos para o Hospital Universitário Pedro Ernesto,PROHOSP DISTRIBUIDORA DE MEDICAMENTOS LTDA ,04.355.394/0002-32,24500,6300,,
2023004260,Em Aberto,AGENERSA - AG REGUL ENERGIA E SANEAMENTO DO EST RJ,Participação e inscrição de 02 dois servidores no Curso esocial no âmbito da Administração Pública a ser realiado nos dias 21 22 e 23 de junho de 2023 em João Pessoa PB ,ESAFI - ESCOLA DE ADMINISTRAÇÃO E TREINAMENTO LTDA - EPP,35.963.479/0001-46,6580,6580,6580,6580
2023004261,Em Aberto,FUNESPOM - FUNDO ESP. POLÍCIA MILITAR RJ,INSUMOS ,DENT SERV COMÉRCIO E SERVIÇOS CORRELATOS DE SAÚDE LTDA,18.088.289/0001-08,9950,9950,9950,9950
2023004262,Ativo,SEAP - SECRETARIA DE ESTADO DE ADMIN.PENITENCIÁRIA,Adesão as Atas de Registro de Preços de materiais de limpea e higiene,HPS CLEAN MATERIAIS E SERVIÇOS EIRELI,35.772.303/0001-07,98089,99492.36,99492.36,99492.36
2023004263,Em Aberto,FUNESPOM - FUNDO ESP. POLÍCIA MILITAR RJ,INSUMOS ,MARCK SERVIÇOS E DISTRIBUIÇÃO DE EQUIPAMENTOS DE SEGURANÇA EIRELI,37.119.089/0001-10,24750,24750,4554,4554
2023004264,Em Aberto,FUNESPOM - FUNDO ESP. POLÍCIA MILITAR RJ,INSUMOS ,MEDILAR IMPORTAÇÃO E DISTRIBUIÇÃO DE PRODUTOS MÉDICO HOSPITALALRES S/A ,07.752.236/0001-23,256949.45,256949.45,39600,39600
2023004265,Ativo,SEAP - SECRETARIA DE ESTADO DE ADMIN.PENITENCIÁRIA,Adesão as Atas de Registro de Preços de materiais de limpea e higiene,INFORMATEL COMERCIAL EIRELI - ME,12.852.917/0001-01,251814,251814,,
2023004266,Ativo,SEAP - SECRETARIA DE ESTADO DE ADMIN.PENITENCIÁRIA,Adesão as Atas de Registro de Preços de materiais de limpea e higiene,TOUT VENDE COMÉRCIO E SERVIÇOS LTDA.,39.418.155/0001-88,8595,8550,8550,8550
2023004267,Ativo,FES - FUNDO ESTADUAL DE SAÚDE,AQUISIÇÃO DE MEDICAMENTOS,NSA DISTRIBUIDORA DE MEDICAMENTOS EIRELLI,34.729.047/0001-02,14525,14525,14350.7,14350.7
2023004268,Ativo,SEAP - SECRETARIA DE ESTADO DE ADMIN.PENITENCIÁRIA,Aquisição de equipamentos odontológicos para possibilitar os atendimentos dos internos custodiados na Secretaria de Estado de Administração Penitenciária do Estado do Rio de Janeiro,PIETRA ODONTO IMPORTAÇÃO E DISTRIBUIDORA LTDA,28.877.319/0001-19,38309.99,38309.99,766.2,766.2
2023004269,Ativo,EMATER-RIO - EMPR DE ASSIST TÉCN E EXT RURAL DO EST DO RJ,Prestação de Serviços de Locação de Veículos de Serviço e Utilitários,CS BRASIL FROTAS S.A.,27.595.780/0001-16,3000669.84,583463.58,,
2023004270,Em Aberto,UERJ - ADMINISTRACAO CENTRAL,Contratação de empresa para prestação de serviço de locação de uma van com motorista para execução de trabalho de campo nas bases da Operação Segurança Presente que serão realiados no mês de junho no estado do Rio de Janeiro ,AAVA SOLUÇÕES E TRANSPORTE LTDA,18.087.315/0001-83,5750,5750,,
2023004271,Ativo,UERJ - HOSPITAL UNIVERSITÁRIO - HOSPITAL UNIVERSITARIO PEDRO ERNESTO,Aquisição de Sondas foley,MILLE COMERCIAL - EIRELI - ME,28.641.966/0001-27,824.2,824.2,824.2,824.2
2023004272,Ativo,UERJ - HOSPITAL UNIVERSITÁRIO - HOSPITAL UNIVERSITARIO PEDRO ERNESTO,Aquisição de compressas de Gaes,MEDKA HOSPITALAR EIRELI,36.958.637/0001-32,23650,23650,,
2023004273,Em Aberto,AGENERSA - AG REGUL ENERGIA E SANEAMENTO DO EST RJ,Inscrição do servidor Conselheiro Rafael Augusto Penna Franca no evento Negociação no Program on Negotiation at Harvard School na modalidade presencial promovido pela Harvard Law School instituição estrangeira a realiarse no período de 2006 a 22062023,BANCO BRADESCO S/A,60.746.948/0002-01,27130.65,27130.65,798.33,798.33
2023004274,Ativo,UERJ - HOSPITAL UNIVERSITÁRIO - HOSPITAL UNIVERSITARIO PEDRO ERNESTO,Aquisição de papel A4,GLOBO COMERCIO DE INFORMATICA EIRELI,31.588.978/0001-40,19000,19000,19000,19000
2023004275,Ativo,SEPM - Secretaria de Estado de Polícia Militar,AQUISIÇÃO DE EQUIPAMENTOS SONOROS,GOLDEM DISTRIBUIDORA E REPRESENTAÇÃO EIRELI,38.489.025/0001-73,10862,10862,,
2023004276,Ativo,SEPM - Secretaria de Estado de Polícia Militar,AQUISIÇÃO DE EQUIPAMENTOS SONOROS,COMERCIAL TRES ACORDES LTDA,32.850.995/0001-76,43570,43570,43570,43570
2023004277,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,FASTLABOR COMERCIAL EIRELI,21.707.794/0001-06,708,708,708,708
2023004278,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,DBV COMÉRCIO IMPORTAÇÃO E EXPORTAÇÃO DO BRASIL LTDA,17.771.867/0001-43,2200,2200,,
2023004279,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,FASTLABOR COMERCIAL EIRELI,21.707.794/0001-06,1440,1440,,
2023004280,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,IZALAB MATERIAL HOSPITALAR LTDA ME,10.744.411/0001-45,2997,2997,2997,2997
2023004281,Ativo,SEPM - Secretaria de Estado de Polícia Militar,Serviços de manutenção preventiva e corretiva em veículos automotores por demanda com fornecimento de peças de reposição e acessórios originais ou genuínos,OFICINA VISCONDE DO CRUZEIRO LTDA,36.079.002/0001-65,120000,120000,,
2023004282,Em Aberto,UERJ - ADMINISTRACAO CENTRAL,Portaria Conjunta FAPERJUERJ n 634 de 13042023 Projeto CAPACITA RIO,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,33.540.014/0001-57,7844800,4000000,,
2023004283,Ativo,UERJ - HOSPITAL UNIVERSITÁRIO - HOSPITAL UNIVERSITARIO PEDRO ERNESTO,Aquisição de Kits Cirúrgicos para o Hospital Universitário Pedro Ernesto,LIFETEX INDUSTRIA E COMERCIO LTDA,01.279.711/0001-00,775559,218650,,
2023004284,Ativo,DETRAN - DEPARTAMENTO DE TRÂNSITO DO ESTADO DO RJ,Nova pesquisa de mercado que visa validação da vantajosidade econômica da adesão à Ata de Registro de Preços n 022022 SEGOVRJ para aquisição de 512 cones,SOBERANA COMERCIO E SERVIÇOS EIRELI,31.172.252/0001-21,58880,58880,,
2023004286,Ativo,UERJ - HOSPITAL UNIVERSITÁRIO - HOSPITAL UNIVERSITARIO PEDRO ERNESTO,Aquisição de Kits Cirúrgicos para o Hospital Universitário Pedro Ernesto,POLAR FIX INDUSTRIA E COMERCIO DE PRODUTOS HOSPITALARES  LTDA,02.881.877/0001-64,19550,5474,,
2023004287,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,Contratação emergencial de empresa especialiada para a prestação dos serviços de processamento e distribuição de preparações alimentares prontas destinada apacientes acompanhantes funcionários e outros autoriados nos hospitais sob gestão daFUNDAÇÃO SAÚDE HOSPITAL DA MÃE ,NUTRIMED ALIMENTACAO INDUSTRIAL LTDA,02.754.941/0001-46,4017002.8,2539000.94,1083067.24,930076.49
2023004288,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,Contratação emergencial de empresa especialiada para a prestação dos serviçosde processamento e distribuição de preparações alimentares prontas destinada apacientes acompanhantes funcionários e outros autoriados nos hospitais sob gestão daFUNDAÇÃO SAÚDE HOSPITAL DA MULHER ,LOCASEM SERVIÇOS DE LIMPEZA/ MANUTENÇÃO E ALIMENTAÇÃO - EPP,17.820.990/0001-07,3749922,2049974,796041.93,742707.12
2023004289,Ativo,SEPM - Secretaria de Estado de Polícia Militar,Serviços de manutenção preventiva e corretiva em veículos automotores por demanda com fornecimento de peças de reposição e acessórios originais ou genuínos,TOYOSERRA VEICULOS LTDA,32.565.848/0002-35,133314.3,133314.3,8251.88,
2023004290,Ativo,SEPM - Secretaria de Estado de Polícia Militar,Serviços de manutenção preventiva e corretiva em veículos automotores por demanda com fornecimento de peças de reposição e acessórios originais ou genuínos,ROYAL CENTER COMÉRCIO  E SERVIÇOS LTDA,35.859.714/0002-15,139616.4,34904.1,,
2023004291,Ativo,SEPM - Secretaria de Estado de Polícia Militar,Serviços de manutenção preventiva e corretiva em veículos automotores por demanda com fornecimento de peças de reposição e acessórios originais ou genuínos,SIMOES SERRAZINA AUTOPECAS LTDA - ME,11.308.003/0001-03,439999992,44000,,
2023004292,Em Aberto,FUNARJ - FUND ANITA MANTUANO DE ARTES DO EST DO RJ,A contratação da prestação de serviços artísticos para aplicação no projeto denominado FIM DE TARDE que tem por objetivo a retomada e o fortalecimento de ações culturais no Estado do Rio de Janeiro na figura da Fundação Anita Mantuano de Artes do Estado do Rio de Janeiro FUNARJ suspensas e paralisadas em virtude dos efeitos produidos pela pandemia do COVID19 mas que estão sendo retomadas gradativamente justificandose assim a continuidade de medidas públicas que visam o fomento de cultura no Estado do Rio de Janeiro,O CIRCO FANTASTICO SOCIEDADE UNIPESSOAL LTDA,45.690.018/0001-09,40000,40000,,
2023004293,Em Aberto,UERJ - ADMINISTRACAO CENTRAL,Contratação de empresa especialiada para prestação de serviço de confecção e distribuição de kit lanche,M R NASCIMENTO GONCALVES ALFAIATARIA E BAZAR ME,04.687.931/0001-60,17425,0,,
2023004294,Em Aberto,SEGOV - Secretaria de Estado de Governo,Aquisição de material de sinaliação,SOBERANA COMERCIO E SERVIÇOS EIRELI,31.172.252/0001-21,256143,256143,256143,256143
2023004295,Em Aberto,SEGOV - Secretaria de Estado de Governo,Aquisição de equipamentos de sinaliação demarcação controle e restrição de fluxo e acesso de pessoas e veículos,SOBERANA COMERCIO E SERVIÇOS EIRELI,31.172.252/0001-21,31200,31200,31200,31200
2023004296,Em Aberto,UERJ - ADMINISTRACAO CENTRAL,Aquisição de serviço de capacitação para uma nova licença e de uma renovaçãode 2 dois de técnicos,AOVS SISTEMA DE INFORMATICA S.A,05.555.382/0001-33,2640,2640,2600.4,2600.4
2023004297,Ativo,FES - FUNDO ESTADUAL DE SAÚDE,O presente processo tem por objetivo descrever a contratação de empresa especialiada para prestação de serviços gráficos a ser realiada pela Secretaria de Estado de Saúde do Rio de Janeiro em conformidade com a legislação vigente,A. R. WEIRICH CENTRO GRÁFICO,05.379.275/0001-00,15960,15960,,
2023004298,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,BIOPLASMA PRODUTOS PARA LABORATORIOS E CORRELATOS LTDA,04.086.552/0001-15,85215,85215,85215,85215
2023004299,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,HOMACC COMERCIO DE MATERIAL MEDICO HOSPITALAR LTDA,07.797.579/0001-04,120,120,,
2023004300,Ativo,RIOPREVIDÊNCIA - FUNDO UNICO DE PREVIDENCIA DO ERJ,PAGAMENTO IMPRENSA OFICAL 2019 E 2020,IMPRENSA OFICIAL DO ESTADO DO RIO DE JANEIRO,28.542.017/0001-90,3330.63,,,
2023004301,Ativo,FES - FUNDO ESTADUAL DE SAÚDE,AQUISIÇÃO DE MEDICAMENTO,ONCOVIT DISTRIBUIDORA DE MEDICAMENTOS LTDA ME (MATRIZ),10.586.940/0001-68,151350,151350,,
2023004302,Ativo,FES - FUNDO ESTADUAL DE SAÚDE,AQUISIÇÃO DE MEDICAMENTO ,MEDFUTURA DISTRIBUIDORA DE MEDICAMENTOS E PRODUTOS DE SAÚDE LTDA,17.700.763/0001-48,35494.47,35494.47,,
2023004303,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,HOMACC COMERCIO DE MATERIAL MEDICO HOSPITALAR LTDA,07.797.579/0001-04,1631,,,
2023004304,Em Aberto,UERJ - ADMINISTRACAO CENTRAL,ATENDER A DEMANDA DO PROCESSO SEI2600070194332023,DBV COMÉRCIO IMPORTAÇÃO E EXPORTAÇÃO DO BRASIL LTDA,17.771.867/0001-43,17360,17360,17360,17360
2023004306,Em Aberto,FUNESPOM - FUNDO ESP. POLÍCIA MILITAR RJ,Medicamentos ,HOSPINOVA DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA,12.499.494/0002-60,207385.86,207385.86,207385.86,207385.86
2023004307,Ativo,SEAP - SECRETARIA DE ESTADO DE ADMIN.PENITENCIÁRIA,Aquisição de veículos operacionais com cela e proteção balística nível IIIA parcial para transporte de custodiados da Secretaria de Estado de Administração Penitenciária do Estado do Rio de Janeiro,FORD MOTOR COMPANY BRASIL LTDA,03.470.727/0041-18,17680000,17680000,,
2023004308,Em Aberto,FUNESPOM - FUNDO ESP. POLÍCIA MILITAR RJ,Aquisição de mobiliário especial Mapoteca,S M MOVEIS DE ITABORAI LTDA ME,11.674.091/0001-67,5378.5,5378.5,,
2023004309,Em Aberto,UERJ - ADMINISTRACAO CENTRAL,Atender demanda do processo SEI2600070270842022,SERVIOESTE SOLUÇÕES AMBIENTAIS LTDA,03.392.348/0009-17,131080,32770,14483.52,3851.04
2023004310,Em Aberto,UERJ - ADMINISTRACAO CENTRAL,Atender demanda do processo SEI2600070270842022,SYMPLICIUS COLETA E REMOÇÃO DE RESIDUOS EIRELI,11.937.243/0001-77,35992.5,20995.63,7371.26,
2023004311,Em Aberto,UERJ - ADMINISTRACAO CENTRAL,Atender demanda do processo SEI2600070270842022,3R FARMA LTDA,33.363.401/0001-65,65780,16445,,
2023004312,Em Aberto,FUNESPOM - FUNDO ESP. POLÍCIA MILITAR RJ,AQUISIÇÃO DE INSUMOS MÉDICOHOSPITALAR,DBV COMÉRCIO IMPORTAÇÃO E EXPORTAÇÃO DO BRASIL LTDA,17.771.867/0001-43,7560,7560,7560,7560
2023004313,Em Aberto,FUNESPOM - FUNDO ESP. POLÍCIA MILITAR RJ,AQUISIÇÃO DE INSUMOS MÉDICOHOSPITALAR,R2  S ABRAHÃO COMÉRCIO E SERVIÇOS LTDA,29.843.853/0001-77,5510,5510,5510,5510
2023004314,Ativo,FES - FUNDO ESTADUAL DE SAÚDE,AQUISIÇÃO DE MEDICAMENTO,HOSPINOVA DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA,12.499.494/0002-60,24613.5,24613.5,24318.14,
2023004315,Ativo,NOVO DEGASE - Dep Geral de Ações Socioeducativas,Inscrição de 3 servidores da Coordenação de Gestão de Pessoas COOGEP em curso online na temática Averbação de tempo de serviço e de contribuição na Administração Pública,SUPREME CAPACITAÇÃO E TREINAMENTO LTDA,34.370.234/0001-42,4830,4830,4830,4830
2023004316,Ativo,FES - FUNDO ESTADUAL DE SAÚDE,AQUISIÇÃO DE MEDICAMENTOS,JRG DISTRIBUIDORA DE MEDICAMENTOS HOSPITALARES LTDA -,04.380.569/0001-80,78432,78432,40936,40688.32
2023004317,Ativo,FIA - FUNDAÇÃO PARA A INFÂNCIA E ADOLESCÊNCIA,Consumo de ATA,EREMIX INDUSTRIA DE ALIMENTOS ESPECIAIS LTDA,26.325.797/0001-90,1500,1500,24000,1500
2023004318,Ativo,FES - FUNDO ESTADUAL DE SAÚDE,AQUISIÇÃO DE MEDICAMENTO ,NSA DISTRIBUIDORA DE MEDICAMENTOS EIRELLI,34.729.047/0001-02,1431,1431,1431,1431
2023004319,Ativo,FIA - FUNDAÇÃO PARA A INFÂNCIA E ADOLESCÊNCIA,Consumo de ATA,NUTRIPLAN COMERCIAL LTDA,32.694.553/0001-88,17400,17400,54700,10750
2023004320,Ativo,FES - FUNDO ESTADUAL DE SAÚDE,AQUISIÇÃO DE MEDICAMENTO,ONCOVIT DISTRIBUIDORA DE MEDICAMENTOS LTDA ME (MATRIZ),10.586.940/0001-68,1540,1540,1521.52,
2023004321,Ativo,FUNESBOM - FUNDO ESPECIAL DO CORPO DE BOMBEIROS,Contratação de empresa especializada que preste serviçode guarda e reboque (hangaragem) para aeronaves do CBMERJ/ em espaço apropriado pra tal/ obedecendo àslegislações pertinentes.,LÍDER TÁXI AÉREO S/A - AIR BRASIL,17.162.579/0018-30,410400,205200,,
2023004322,Em Aberto,PROCON RJ - Proteção e Defesa do Consumidor,Contratação dos Serviços de Postagem a ser firmada com a Empresa de Correios e Telégrafos baseandose na nova política e de acordo com os termos do Decreto Estadual do Rio de Janeiro de n 472842020,EMPRESA BRASILEIRA DE CORREIOS E TELÉGRAFOS,34.028.316/0002-94,600000,41315.05,32350.88,32350.88
2023004022,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,empenho,ESSENCIAL RIO DISTRIBUIDORA DE PRODUTOS MEDICOS E HOSPITALARES LTDA,24.875.483/0001-36,31112.8,31112.8,,
2023004023,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,empenho,FARMACE - INDÚSTRIA QUÍMICO FARMACÊUTICA CEARENSE LTDA,06.628.333/0001-46,30780,30780,30780,30780
2023004024,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,empenho,ITA MED PRODUTOS MEDICOS HOSPITALARES LTDA,41.554.303/0001-33,4176,4176,,
2023004025,Ativo,FES - FUNDO ESTADUAL DE SAÚDE,AQUISIÇÃO DE MEDICAMENTOS,COSTA CAMARGO COMERCIO DE PRODUTOS HOSPITALARES LTDA (MATRIZ),36.325.157/0001-34,112355.1,112355.1,112274.43,105633
